,Country,Value,Year,Sex,Indicator
20,United Kingdom,7.6,2010,Tot,EMP3
21,Estonia,16.7,2010,Tot,EMP3
22,Slovenia,7.2,2010,Tot,EMP3
23,Latvia,19.5,2010,Tot,EMP3
24,Lithuania,17.8,2010,Tot,EMP3
0,Austria,4.6,2011,Tot,EMP3
1,Belgium,7.1,2011,Tot,EMP3
2,Czech Republic,6.7,2011,Tot,EMP3
3,Denmark,7.7,2011,Tot,EMP3
4,France,9.2,2011,Tot,EMP3
5,Germany,5.8,2011,Tot,EMP3
6,Greece,17.9,2011,Tot,EMP3
7,Hungary,11.0,2011,Tot,EMP3
8,Iceland,7.7,2011,Tot,EMP3
9,Ireland,15.3,2011,Tot,EMP3
10,Italy,8.4,2011,Tot,EMP3
11,Luxembourg,4.9,2011,Tot,EMP3
12,Netherlands,5.0,2011,Tot,EMP3
13,Norway,3.2,2011,Tot,EMP3
14,Poland,9.6,2011,Tot,EMP3
15,Portugal,12.7,2011,Tot,EMP3
16,Slovak Republic,13.6,2011,Tot,EMP3
17,Spain,21.4,2011,Tot,EMP3
18,Sweden,7.8,2011,Tot,EMP3
19,Switzerland,4.4,2011,Tot,EMP3
20,United Kingdom,8.0,2011,Tot,EMP3
21,Estonia,12.3,2011,Tot,EMP3
22,Slovenia,8.2,2011,Tot,EMP3
23,Latvia,16.2,2011,Tot,EMP3
24,Lithuania,15.4,2011,Tot,EMP3
0,Austria,4.9,2012,Tot,EMP3
1,Belgium,7.5,2012,Tot,EMP3
2,Czech Republic,7.0,2012,Tot,EMP3
3,Denmark,7.7,2012,Tot,EMP3
4,France,9.8,2012,Tot,EMP3
5,Germany,5.4,2012,Tot,EMP3
6,Greece,24.4,2012,Tot,EMP3
7,Hungary,11.0,2012,Tot,EMP3
8,Iceland,6.6,2012,Tot,EMP3
9,Ireland,15.4,2012,Tot,EMP3
10,Italy,10.7,2012,Tot,EMP3
11,Luxembourg,5.1,2012,Tot,EMP3
12,Netherlands,5.8,2012,Tot,EMP3
13,Norway,3.1,2012,Tot,EMP3
14,Poland,10.1,2012,Tot,EMP3
15,Portugal,15.5,2012,Tot,EMP3
16,Slovak Republic,13.9,2012,Tot,EMP3
17,Spain,24.8,2012,Tot,EMP3
18,Sweden,8.0,2012,Tot,EMP3
19,Switzerland,4.5,2012,Tot,EMP3
20,United Kingdom,7.9,2012,Tot,EMP3
21,Estonia,10.0,2012,Tot,EMP3
22,Slovenia,8.8,2012,Tot,EMP3
23,Latvia,15.0,2012,Tot,EMP3
24,Lithuania,13.4,2012,Tot,EMP3
0,Austria,5.3,2013,Tot,EMP3
1,Belgium,8.4,2013,Tot,EMP3
2,Czech Republic,7.0,2013,Tot,EMP3
3,Denmark,7.2,2013,Tot,EMP3
4,France,10.3,2013,Tot,EMP3
5,Germany,5.2,2013,Tot,EMP3
6,Greece,27.5,2013,Tot,EMP3
7,Hungary,10.2,2013,Tot,EMP3
8,Iceland,5.8,2013,Tot,EMP3
9,Ireland,13.7,2013,Tot,EMP3
10,Italy,12.1,2013,Tot,EMP3
11,Luxembourg,5.8,2013,Tot,EMP3
12,Netherlands,7.2,2013,Tot,EMP3
13,Norway,3.4,2013,Tot,EMP3
14,Poland,10.3,2013,Tot,EMP3
15,Portugal,16.2,2013,Tot,EMP3
16,Slovak Republic,14.2,2013,Tot,EMP3
17,Spain,26.1,2013,Tot,EMP3
18,Sweden,8.0,2013,Tot,EMP3
19,Switzerland,4.7,2013,Tot,EMP3
20,United Kingdom,7.5,2013,Tot,EMP3
21,Estonia,8.6,2013,Tot,EMP3
22,Slovenia,10.1,2013,Tot,EMP3
23,Latvia,11.9,2013,Tot,EMP3
24,Lithuania,11.8,2013,Tot,EMP3
0,Austria,5.6,2014,Tot,EMP3
1,Belgium,8.5,2014,Tot,EMP3
2,Czech Republic,6.1,2014,Tot,EMP3
3,Denmark,6.8,2014,Tot,EMP3
4,France,10.3,2014,Tot,EMP3
5,Germany,5.0,2014,Tot,EMP3
6,Greece,26.5,2014,Tot,EMP3
7,Hungary,7.7,2014,Tot,EMP3
8,Iceland,5.4,2014,Tot,EMP3
9,Ireland,11.8,2014,Tot,EMP3
10,Italy,12.7,2014,Tot,EMP3
11,Luxembourg,5.9,2014,Tot,EMP3
12,Netherlands,7.4,2014,Tot,EMP3
13,Norway,3.5,2014,Tot,EMP3
14,Poland,9.0,2014,Tot,EMP3
15,Portugal,13.9,2014,Tot,EMP3
16,Slovak Republic,13.2,2014,Tot,EMP3
17,Spain,24.4,2014,Tot,EMP3
18,Sweden,7.9,2014,Tot,EMP3
19,Switzerland,4.8,2014,Tot,EMP3
20,United Kingdom,6.2,2014,Tot,EMP3
21,Estonia,7.3,2014,Tot,EMP3
22,Slovenia,9.7,2014,Tot,EMP3
23,Latvia,10.8,2014,Tot,EMP3
24,Lithuania,10.7,2014,Tot,EMP3
0,Austria,5.7,2015,Tot,EMP3
1,Belgium,8.5,2015,Tot,EMP3
2,Czech Republic,5.0,2015,Tot,EMP3
3,Denmark,6.1,2015,Tot,EMP3
4,France,10.4,2015,Tot,EMP3
5,Germany,4.6,2015,Tot,EMP3
6,Greece,24.9,2015,Tot,EMP3
7,Hungary,6.8,2015,Tot,EMP3
8,Iceland,4.5,2015,Tot,EMP3
9,Ireland,9.9,2015,Tot,EMP3
10,Italy,11.9,2015,Tot,EMP3
11,Luxembourg,6.7,2015,Tot,EMP3
12,Netherlands,6.9,2015,Tot,EMP3
13,Norway,4.3,2015,Tot,EMP3
14,Poland,7.5,2015,Tot,EMP3
15,Portugal,12.4,2015,Tot,EMP3
16,Slovak Republic,11.5,2015,Tot,EMP3
17,Spain,22.1,2015,Tot,EMP3
18,Sweden,7.4,2015,Tot,EMP3
19,Switzerland,4.8,2015,Tot,EMP3
20,United Kingdom,5.3,2015,Tot,EMP3
21,Estonia,6.2,2015,Tot,EMP3
22,Slovenia,9.0,2015,Tot,EMP3
23,Latvia,9.9,2015,Tot,EMP3
24,Lithuania,9.1,2015,Tot,EMP3
0,Austria,6.0,2016,Tot,EMP3
1,Belgium,7.8,2016,Tot,EMP3
2,Czech Republic,4.0,2016,Tot,EMP3
3,Denmark,5.8,2016,Tot,EMP3
4,France,10.1,2016,Tot,EMP3
5,Germany,4.1,2016,Tot,EMP3
6,Greece,23.5,2016,Tot,EMP3
7,Hungary,5.1,2016,Tot,EMP3
8,Iceland,3.3,2016,Tot,EMP3
9,Ireland,8.3,2016,Tot,EMP3
10,Italy,11.7,2016,Tot,EMP3
11,Luxembourg,6.3,2016,Tot,EMP3
12,Netherlands,6.0,2016,Tot,EMP3
13,Norway,4.7,2016,Tot,EMP3
14,Poland,6.2,2016,Tot,EMP3
15,Portugal,11.1,2016,Tot,EMP3
16,Slovak Republic,9.6,2016,Tot,EMP3
17,Spain,19.6,2016,Tot,EMP3
18,Sweden,6.9,2016,Tot,EMP3
19,Switzerland,4.9,2016,Tot,EMP3
20,United Kingdom,4.9,2016,Tot,EMP3
21,Estonia,6.7,2016,Tot,EMP3
22,Slovenia,8.0,2016,Tot,EMP3
23,Latvia,9.6,2016,Tot,EMP3
24,Lithuania,7.9,2016,Tot,EMP3
0,Austria,5.5,2017,Tot,EMP3
1,Belgium,7.1,2017,Tot,EMP3
2,Czech Republic,2.9,2017,Tot,EMP3
3,Denmark,5.7,2017,Tot,EMP3
4,France,9.4,2017,Tot,EMP3
5,Germany,3.7,2017,Tot,EMP3
6,Greece,21.5,2017,Tot,EMP3
7,Hungary,4.2,2017,Tot,EMP3
8,Iceland,3.3,2017,Tot,EMP3
9,Ireland,6.6,2017,Tot,EMP3
10,Italy,11.2,2017,Tot,EMP3
11,Luxembourg,5.5,2017,Tot,EMP3
12,Netherlands,4.8,2017,Tot,EMP3
13,Norway,4.2,2017,Tot,EMP3
14,Poland,4.9,2017,Tot,EMP3
15,Portugal,8.9,2017,Tot,EMP3
16,Slovak Republic,8.1,2017,Tot,EMP3
17,Spain,17.2,2017,Tot,EMP3
18,Sweden,6.7,2017,Tot,EMP3
19,Switzerland,4.8,2017,Tot,EMP3
20,United Kingdom,4.4,2017,Tot,EMP3
21,Estonia,5.7,2017,Tot,EMP3
22,Slovenia,6.6,2017,Tot,EMP3
23,Latvia,8.7,2017,Tot,EMP3
24,Lithuania,7.1,2017,Tot,EMP3
0,Austria,4.8,2018,Tot,EMP3
1,Belgium,5.9,2018,Tot,EMP3
2,Czech Republic,2.2,2018,Tot,EMP3
3,Denmark,4.8,2018,Tot,EMP3
4,France,9.1,2018,Tot,EMP3
5,Germany,3.4,2018,Tot,EMP3
6,Greece,19.3,2018,Tot,EMP3
7,Hungary,3.7,2018,Tot,EMP3
8,Iceland,3.1,2018,Tot,EMP3
9,Ireland,5.4,2018,Tot,EMP3
10,Italy,10.6,2018,Tot,EMP3
11,Luxembourg,5.6,2018,Tot,EMP3
12,Netherlands,3.8,2018,Tot,EMP3
13,Norway,3.8,2018,Tot,EMP3
14,Poland,3.8,2018,Tot,EMP3
15,Portugal,7.0,2018,Tot,EMP3
16,Slovak Republic,6.5,2018,Tot,EMP3
17,Spain,15.3,2018,Tot,EMP3
18,Sweden,6.3,2018,Tot,EMP3
19,Switzerland,4.7,2018,Tot,EMP3
20,United Kingdom,4.2,2018,Tot,EMP3
21,Estonia,5.4,2018,Tot,EMP3
22,Slovenia,5.1,2018,Tot,EMP3
23,Latvia,7.4,2018,Tot,EMP3
24,Lithuania,6.1,2018,Tot,EMP3
0,Austria,4.5,2019,Tot,EMP3
1,Belgium,5.4,2019,Tot,EMP3
2,Czech Republic,2.0,2019,Tot,EMP3
3,Denmark,4.7,2019,Tot,EMP3
4,France,8.4,2019,Tot,EMP3
5,Germany,3.1,2019,Tot,EMP3
6,Greece,17.3,2019,Tot,EMP3
7,Hungary,3.4,2019,Tot,EMP3
8,Iceland,3.9,2019,Tot,EMP3
9,Ireland,4.4,2019,Tot,EMP3
10,Italy,10.0,2019,Tot,EMP3
11,Luxembourg,5.6,2019,Tot,EMP3
12,Netherlands,3.4,2019,Tot,EMP3
13,Norway,3.7,2019,Tot,EMP3
14,Poland,3.3,2019,Tot,EMP3
15,Portugal,6.5,2019,Tot,EMP3
16,Slovak Republic,5.8,2019,Tot,EMP3
17,Spain,14.1,2019,Tot,EMP3
18,Sweden,6.8,2019,Tot,EMP3
19,Switzerland,4.4,2019,Tot,EMP3
20,United Kingdom,3.9,2019,Tot,EMP3
21,Estonia,4.4,2019,Tot,EMP3
22,Slovenia,4.4,2019,Tot,EMP3
23,Latvia,6.3,2019,Tot,EMP3
24,Lithuania,6.3,2019,Tot,EMP3
0,Austria,5.0,2010,M,EMP3
1,Belgium,8.1,2010,M,EMP3
2,Czech Republic,6.4,2010,M,EMP3
3,Denmark,8.4,2010,M,EMP3
4,France,9.1,2010,M,EMP3
5,Germany,7.5,2010,M,EMP3
6,Greece,10.0,2010,M,EMP3
7,Hungary,11.6,2010,M,EMP3
8,Iceland,9.3,2010,M,EMP3
9,Ireland,17.0,2010,M,EMP3
10,Italy,7.5,2010,M,EMP3
11,Luxembourg,3.8,2010,M,EMP3
12,Netherlands,4.5,2010,M,EMP3
13,Norway,4.0,2010,M,EMP3
14,Poland,9.3,2010,M,EMP3
15,Portugal,9.8,2010,M,EMP3
16,Slovak Republic,14.2,2010,M,EMP3
17,Spain,19.6,2010,M,EMP3
18,Sweden,8.7,2010,M,EMP3
19,Switzerland,4.5,2010,M,EMP3
20,United Kingdom,8.5,2010,M,EMP3
21,Estonia,19.2,2010,M,EMP3
22,Slovenia,7.4,2010,M,EMP3
23,Latvia,22.7,2010,M,EMP3
24,Lithuania,21.2,2010,M,EMP3
0,Austria,4.5,2011,M,EMP3
1,Belgium,7.1,2011,M,EMP3
2,Czech Republic,5.8,2011,M,EMP3
3,Denmark,7.8,2011,M,EMP3
4,France,8.9,2011,M,EMP3
5,Germany,6.0,2011,M,EMP3
6,Greece,15.1,2011,M,EMP3
7,Hungary,11.1,2011,M,EMP3
8,Iceland,8.5,2011,M,EMP3
9,Ireland,17.7,2011,M,EMP3
10,Italy,7.5,2011,M,EMP3
11,Luxembourg,3.8,2011,M,EMP3
12,Netherlands,4.6,2011,M,EMP3
13,Norway,3.4,2011,M,EMP3
14,Poland,9.0,2011,M,EMP3
15,Portugal,12.3,2011,M,EMP3
16,Slovak Republic,13.6,2011,M,EMP3
17,Spain,21.0,2011,M,EMP3
18,Sweden,7.8,2011,M,EMP3
19,Switzerland,4.1,2011,M,EMP3
20,United Kingdom,8.6,2011,M,EMP3
21,Estonia,13.0,2011,M,EMP3
22,Slovenia,8.2,2011,M,EMP3
23,Latvia,18.6,2011,M,EMP3
24,Lithuania,17.9,2011,M,EMP3
0,Austria,4.9,2012,M,EMP3
1,Belgium,7.7,2012,M,EMP3
2,Czech Republic,6.0,2012,M,EMP3
3,Denmark,7.7,2012,M,EMP3
4,France,9.8,2012,M,EMP3
5,Germany,5.5,2012,M,EMP3
6,Greece,21.5,2012,M,EMP3
7,Hungary,11.3,2012,M,EMP3
8,Iceland,6.9,2012,M,EMP3
9,Ireland,17.7,2012,M,EMP3
10,Italy,9.8,2012,M,EMP3
11,Luxembourg,4.5,2012,M,EMP3
12,Netherlands,5.5,2012,M,EMP3
13,Norway,3.6,2012,M,EMP3
14,Poland,9.4,2012,M,EMP3
15,Portugal,15.6,2012,M,EMP3
16,Slovak Republic,13.5,2012,M,EMP3
17,Spain,24.6,2012,M,EMP3
18,Sweden,8.2,2012,M,EMP3
19,Switzerland,4.3,2012,M,EMP3
20,United Kingdom,8.3,2012,M,EMP3
21,Estonia,10.8,2012,M,EMP3
22,Slovenia,8.4,2012,M,EMP3
23,Latvia,16.2,2012,M,EMP3
24,Lithuania,15.2,2012,M,EMP3
0,Austria,5.4,2013,M,EMP3
1,Belgium,8.6,2013,M,EMP3
2,Czech Republic,5.9,2013,M,EMP3
3,Denmark,7.0,2013,M,EMP3
4,France,10.4,2013,M,EMP3
5,Germany,5.5,2013,M,EMP3
6,Greece,24.5,2013,M,EMP3
7,Hungary,10.2,2013,M,EMP3
8,Iceland,6.1,2013,M,EMP3
9,Ireland,14.8,2013,M,EMP3
10,Italy,11.5,2013,M,EMP3
11,Luxembourg,5.4,2013,M,EMP3
12,Netherlands,7.2,2013,M,EMP3
13,Norway,3.6,2013,M,EMP3
14,Poland,9.7,2013,M,EMP3
15,Portugal,16.0,2013,M,EMP3
16,Slovak Republic,14.0,2013,M,EMP3
17,Spain,25.6,2013,M,EMP3
18,Sweden,8.2,2013,M,EMP3
19,Switzerland,4.6,2013,M,EMP3
20,United Kingdom,8.0,2013,M,EMP3
21,Estonia,9.0,2013,M,EMP3
22,Slovenia,9.4,2013,M,EMP3
23,Latvia,12.6,2013,M,EMP3
24,Lithuania,13.1,2013,M,EMP3
0,Austria,5.8,2014,M,EMP3
1,Belgium,9.0,2014,M,EMP3
2,Czech Republic,5.1,2014,M,EMP3
3,Denmark,6.7,2014,M,EMP3
4,France,10.5,2014,M,EMP3
5,Germany,5.3,2014,M,EMP3
6,Greece,23.6,2014,M,EMP3
7,Hungary,7.6,2014,M,EMP3
8,Iceland,5.5,2014,M,EMP3
9,Ireland,12.6,2014,M,EMP3
10,Italy,11.9,2014,M,EMP3
11,Luxembourg,5.9,2014,M,EMP3
12,Netherlands,7.1,2014,M,EMP3
13,Norway,3.7,2014,M,EMP3
14,Poland,8.5,2014,M,EMP3
15,Portugal,13.5,2014,M,EMP3
16,Slovak Republic,12.8,2014,M,EMP3
17,Spain,23.6,2014,M,EMP3
18,Sweden,8.2,2014,M,EMP3
19,Switzerland,4.7,2014,M,EMP3
20,United Kingdom,6.5,2014,M,EMP3
21,Estonia,7.8,2014,M,EMP3
22,Slovenia,8.9,2014,M,EMP3
23,Latvia,11.8,2014,M,EMP3
24,Lithuania,12.2,2014,M,EMP3
0,Austria,6.1,2015,M,EMP3
1,Belgium,9.1,2015,M,EMP3
2,Czech Republic,4.2,2015,M,EMP3
3,Denmark,5.9,2015,M,EMP3
4,France,10.8,2015,M,EMP3
5,Germany,5.0,2015,M,EMP3
6,Greece,21.7,2015,M,EMP3
7,Hungary,6.6,2015,M,EMP3
8,Iceland,4.4,2015,M,EMP3
9,Ireland,10.7,2015,M,EMP3
10,Italy,11.3,2015,M,EMP3
11,Luxembourg,6.1,2015,M,EMP3
12,Netherlands,6.5,2015,M,EMP3
13,Norway,4.6,2015,M,EMP3
14,Poland,7.3,2015,M,EMP3
15,Portugal,12.2,2015,M,EMP3
16,Slovak Republic,10.3,2015,M,EMP3
17,Spain,20.8,2015,M,EMP3
18,Sweden,7.5,2015,M,EMP3
19,Switzerland,4.7,2015,M,EMP3
20,United Kingdom,5.4,2015,M,EMP3
21,Estonia,6.2,2015,M,EMP3
22,Slovenia,8.0,2015,M,EMP3
23,Latvia,11.1,2015,M,EMP3
24,Lithuania,10.1,2015,M,EMP3
0,Austria,6.4,2016,M,EMP3
1,Belgium,8.1,2016,M,EMP3
2,Czech Republic,3.4,2016,M,EMP3
3,Denmark,5.4,2016,M,EMP3
4,France,10.2,2016,M,EMP3
5,Germany,4.5,2016,M,EMP3
6,Greece,19.9,2016,M,EMP3
7,Hungary,5.1,2016,M,EMP3
8,Iceland,3.3,2016,M,EMP3
9,Ireland,9.0,2016,M,EMP3
10,Italy,10.9,2016,M,EMP3
11,Luxembourg,6.0,2016,M,EMP3
12,Netherlands,5.6,2016,M,EMP3
13,Norway,5.4,2016,M,EMP3
14,Poland,6.1,2016,M,EMP3
15,Portugal,11.0,2016,M,EMP3
16,Slovak Republic,8.8,2016,M,EMP3
17,Spain,18.1,2016,M,EMP3
18,Sweden,7.3,2016,M,EMP3
19,Switzerland,4.8,2016,M,EMP3
20,United Kingdom,4.9,2016,M,EMP3
21,Estonia,7.4,2016,M,EMP3
22,Slovenia,7.5,2016,M,EMP3
23,Latvia,10.9,2016,M,EMP3
24,Lithuania,9.1,2016,M,EMP3
0,Austria,5.9,2017,M,EMP3
1,Belgium,7.1,2017,M,EMP3
2,Czech Republic,2.3,2017,M,EMP3
3,Denmark,5.5,2017,M,EMP3
4,France,9.5,2017,M,EMP3
5,Germany,4.1,2017,M,EMP3
6,Greece,17.8,2017,M,EMP3
7,Hungary,3.8,2017,M,EMP3
8,Iceland,3.4,2017,M,EMP3
9,Ireland,7.0,2017,M,EMP3
10,Italy,10.3,2017,M,EMP3
11,Luxembourg,5.5,2017,M,EMP3
12,Netherlands,4.5,2017,M,EMP3
13,Norway,4.6,2017,M,EMP3
14,Poland,4.9,2017,M,EMP3
15,Portugal,8.4,2017,M,EMP3
16,Slovak Republic,7.9,2017,M,EMP3
17,Spain,15.7,2017,M,EMP3
18,Sweden,6.9,2017,M,EMP3
19,Switzerland,4.6,2017,M,EMP3
20,United Kingdom,4.5,2017,M,EMP3
21,Estonia,6.2,2017,M,EMP3
22,Slovenia,5.8,2017,M,EMP3
23,Latvia,9.8,2017,M,EMP3
24,Lithuania,8.5,2017,M,EMP3
0,Austria,5.0,2018,M,EMP3
1,Belgium,6.3,2018,M,EMP3
2,Czech Republic,1.8,2018,M,EMP3
3,Denmark,4.6,2018,M,EMP3
4,France,9.0,2018,M,EMP3
5,Germany,3.8,2018,M,EMP3
6,Greece,15.4,2018,M,EMP3
7,Hungary,3.5,2018,M,EMP3
8,Iceland,3.2,2018,M,EMP3
9,Ireland,5.7,2018,M,EMP3
10,Italy,9.7,2018,M,EMP3
11,Luxembourg,5.3,2018,M,EMP3
12,Netherlands,3.7,2018,M,EMP3
13,Norway,4.0,2018,M,EMP3
14,Poland,3.8,2018,M,EMP3
15,Portugal,6.6,2018,M,EMP3
16,Slovak Republic,6.1,2018,M,EMP3
17,Spain,13.7,2018,M,EMP3
18,Sweden,6.4,2018,M,EMP3
19,Switzerland,4.4,2018,M,EMP3
20,United Kingdom,4.2,2018,M,EMP3
21,Estonia,5.4,2018,M,EMP3
22,Slovenia,4.6,2018,M,EMP3
23,Latvia,8.4,2018,M,EMP3
24,Lithuania,6.9,2018,M,EMP3
0,Austria,4.6,2019,M,EMP3
1,Belgium,5.7,2019,M,EMP3
2,Czech Republic,1.7,2019,M,EMP3
3,Denmark,4.5,2019,M,EMP3
4,France,8.5,2019,M,EMP3
5,Germany,3.5,2019,M,EMP3
6,Greece,14.0,2019,M,EMP3
7,Hungary,3.4,2019,M,EMP3
8,Iceland,4.3,2019,M,EMP3
9,Ireland,4.9,2019,M,EMP3
10,Italy,9.1,2019,M,EMP3
11,Luxembourg,5.6,2019,M,EMP3
12,Netherlands,3.4,2019,M,EMP3
13,Norway,3.9,2019,M,EMP3
14,Poland,3.0,2019,M,EMP3
15,Portugal,5.8,2019,M,EMP3
16,Slovak Republic,5.6,2019,M,EMP3
17,Spain,12.4,2019,M,EMP3
18,Sweden,6.7,2019,M,EMP3
19,Switzerland,4.1,2019,M,EMP3
20,United Kingdom,4.1,2019,M,EMP3
21,Estonia,4.0,2019,M,EMP3
22,Slovenia,4.0,2019,M,EMP3
23,Latvia,7.2,2019,M,EMP3
24,Lithuania,7.0,2019,M,EMP3
0,Austria,4.6,2010,W,EMP3
1,Belgium,8.5,2010,W,EMP3
2,Czech Republic,8.5,2010,W,EMP3
3,Denmark,6.7,2010,W,EMP3
4,France,9.5,2010,W,EMP3
5,Germany,6.6,2010,W,EMP3
6,Greece,16.3,2010,W,EMP3
7,Hungary,10.7,2010,W,EMP3
8,Iceland,7.2,2010,W,EMP3
9,Ireland,11.2,2010,W,EMP3
10,Italy,9.6,2010,W,EMP3
11,Luxembourg,5.1,2010,W,EMP3
12,Netherlands,5.5,2010,W,EMP3
13,Norway,2.9,2010,W,EMP3
14,Poland,10.0,2010,W,EMP3
15,Portugal,11.9,2010,W,EMP3
16,Slovak Republic,14.6,2010,W,EMP3
17,Spain,20.2,2010,W,EMP3
18,Sweden,8.5,2010,W,EMP3
19,Switzerland,5.2,2010,W,EMP3
20,United Kingdom,6.6,2010,W,EMP3
21,Estonia,14.1,2010,W,EMP3
22,Slovenia,7.0,2010,W,EMP3
23,Latvia,16.3,2010,W,EMP3
24,Lithuania,14.5,2010,W,EMP3
0,Austria,4.6,2011,W,EMP3
1,Belgium,7.2,2011,W,EMP3
2,Czech Republic,7.9,2011,W,EMP3
3,Denmark,7.5,2011,W,EMP3
4,France,9.5,2011,W,EMP3
5,Germany,5.6,2011,W,EMP3
6,Greece,21.5,2011,W,EMP3
7,Hungary,11.0,2011,W,EMP3
8,Iceland,6.7,2011,W,EMP3
9,Ireland,12.5,2011,W,EMP3
10,Italy,9.5,2011,W,EMP3
11,Luxembourg,6.3,2011,W,EMP3
12,Netherlands,5.4,2011,W,EMP3
13,Norway,3.0,2011,W,EMP3
14,Poland,10.4,2011,W,EMP3
15,Portugal,13.0,2011,W,EMP3
16,Slovak Republic,13.6,2011,W,EMP3
17,Spain,21.8,2011,W,EMP3
18,Sweden,7.7,2011,W,EMP3
19,Switzerland,4.8,2011,W,EMP3
20,United Kingdom,7.3,2011,W,EMP3
21,Estonia,11.6,2011,W,EMP3
22,Slovenia,8.2,2011,W,EMP3
23,Latvia,13.8,2011,W,EMP3
24,Lithuania,12.9,2011,W,EMP3
0,Austria,4.8,2012,W,EMP3
1,Belgium,7.4,2012,W,EMP3
2,Czech Republic,8.2,2012,W,EMP3
3,Denmark,7.6,2012,W,EMP3
4,France,9.7,2012,W,EMP3
5,Germany,5.2,2012,W,EMP3
6,Greece,28.2,2012,W,EMP3
7,Hungary,10.6,2012,W,EMP3
8,Iceland,6.3,2012,W,EMP3
9,Ireland,12.7,2012,W,EMP3
10,Italy,11.8,2012,W,EMP3
11,Luxembourg,5.9,2012,W,EMP3
12,Netherlands,6.2,2012,W,EMP3
13,Norway,2.6,2012,W,EMP3
14,Poland,10.9,2012,W,EMP3
15,Portugal,15.5,2012,W,EMP3
16,Slovak Republic,14.5,2012,W,EMP3
17,Spain,25.0,2012,W,EMP3
18,Sweden,7.7,2012,W,EMP3
19,Switzerland,4.7,2012,W,EMP3
20,United Kingdom,7.3,2012,W,EMP3
21,Estonia,9.1,2012,W,EMP3
22,Slovenia,9.4,2012,W,EMP3
23,Latvia,14.0,2012,W,EMP3
24,Lithuania,11.6,2012,W,EMP3
0,Austria,5.3,2013,W,EMP3
1,Belgium,8.2,2013,W,EMP3
2,Czech Republic,8.3,2013,W,EMP3
3,Denmark,7.5,2013,W,EMP3
4,France,10.2,2013,W,EMP3
5,Germany,4.9,2013,W,EMP3
6,Greece,31.3,2013,W,EMP3
7,Hungary,10.1,2013,W,EMP3
8,Iceland,5.6,2013,W,EMP3
9,Ireland,12.4,2013,W,EMP3
10,Italy,13.1,2013,W,EMP3
11,Luxembourg,6.4,2013,W,EMP3
12,Netherlands,7.3,2013,W,EMP3
13,Norway,3.2,2013,W,EMP3
14,Poland,11.1,2013,W,EMP3
15,Portugal,16.4,2013,W,EMP3
16,Slovak Republic,14.5,2013,W,EMP3
17,Spain,26.7,2013,W,EMP3
18,Sweden,7.9,2013,W,EMP3
19,Switzerland,4.9,2013,W,EMP3
20,United Kingdom,6.9,2013,W,EMP3
21,Estonia,8.2,2013,W,EMP3
22,Slovenia,10.9,2013,W,EMP3
23,Latvia,11.1,2013,W,EMP3
24,Lithuania,10.5,2013,W,EMP3
0,Austria,5.4,2014,W,EMP3
1,Belgium,7.9,2014,W,EMP3
2,Czech Republic,7.4,2014,W,EMP3
3,Denmark,6.9,2014,W,EMP3
4,France,10.0,2014,W,EMP3
5,Germany,4.6,2014,W,EMP3
6,Greece,30.2,2014,W,EMP3
7,Hungary,7.9,2014,W,EMP3
8,Iceland,5.3,2014,W,EMP3
9,Ireland,10.8,2014,W,EMP3
10,Italy,13.8,2014,W,EMP3
11,Luxembourg,5.8,2014,W,EMP3
12,Netherlands,7.7,2014,W,EMP3
13,Norway,3.2,2014,W,EMP3
14,Poland,9.6,2014,W,EMP3
15,Portugal,14.3,2014,W,EMP3
16,Slovak Republic,13.6,2014,W,EMP3
17,Spain,25.4,2014,W,EMP3
18,Sweden,7.7,2014,W,EMP3
19,Switzerland,5.0,2014,W,EMP3
20,United Kingdom,5.9,2014,W,EMP3
21,Estonia,6.8,2014,W,EMP3
22,Slovenia,10.5,2014,W,EMP3
23,Latvia,9.8,2014,W,EMP3
24,Lithuania,9.2,2014,W,EMP3
0,Austria,5.3,2015,W,EMP3
1,Belgium,7.8,2015,W,EMP3
2,Czech Republic,6.1,2015,W,EMP3
3,Denmark,6.3,2015,W,EMP3
4,France,9.9,2015,W,EMP3
5,Germany,4.2,2015,W,EMP3
6,Greece,28.9,2015,W,EMP3
7,Hungary,7.0,2015,W,EMP3
8,Iceland,4.6,2015,W,EMP3
9,Ireland,8.9,2015,W,EMP3
10,Italy,12.7,2015,W,EMP3
11,Luxembourg,7.3,2015,W,EMP3
12,Netherlands,7.3,2015,W,EMP3
13,Norway,4.0,2015,W,EMP3
14,Poland,7.7,2015,W,EMP3
15,Portugal,12.7,2015,W,EMP3
16,Slovak Republic,12.9,2015,W,EMP3
17,Spain,23.5,2015,W,EMP3
18,Sweden,7.2,2015,W,EMP3
19,Switzerland,4.9,2015,W,EMP3
20,United Kingdom,5.1,2015,W,EMP3
21,Estonia,6.1,2015,W,EMP3
22,Slovenia,10.0,2015,W,EMP3
23,Latvia,8.6,2015,W,EMP3
24,Lithuania,8.2,2015,W,EMP3
0,Austria,5.5,2016,W,EMP3
1,Belgium,7.6,2016,W,EMP3
2,Czech Republic,4.7,2016,W,EMP3
3,Denmark,6.2,2016,W,EMP3
4,France,9.8,2016,W,EMP3
5,Germany,3.7,2016,W,EMP3
6,Greece,28.1,2016,W,EMP3
7,Hungary,5.1,2016,W,EMP3
8,Iceland,3.4,2016,W,EMP3
9,Ireland,7.5,2016,W,EMP3
